File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF369ZNM	tsv	tsv		gene quantifications	GRCh38	ENCSR000CON	polyA plus RNA-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2011-10-17	ENCODE		see document	>200	1	1_1							/files/ENCFF940AZB/, /files/ENCFF343OBD/	9889414	ENCODE Processing Pipeline	5caf36d32983fe9be637986f029d014e		https://www.encodeproject.org/files/ENCFF369ZNM/@@download/ENCFF369ZNM.tsv	V24			released	s3://encode-public/2016/07/07/9171dd00-6a02-45a6-995d-b5585a2440a1/ENCFF369ZNM.tsv	ENCODE3 GRCh38 V24	archived			
ENCFF855AKQ	tsv	tsv		gene quantifications	GRCh38	ENCSR000CON	polyA plus RNA-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2011-10-17	ENCODE		see document	>200	1	1_1							/files/ENCFF123MIB/, /files/ENCFF285DRD/	10882147	ENCODE Processing Pipeline	601d9cfb3a6b819552e90c6f3e644cc5		https://www.encodeproject.org/files/ENCFF855AKQ/@@download/ENCFF855AKQ.tsv	V29			released	s3://encode-public/2021/04/05/0c5577eb-8d3a-4197-9ad3-de94e7a10636/ENCFF855AKQ.tsv	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF244DNJ	tsv	tsv		gene quantifications	GRCh38	ENCSR000CON	polyA plus RNA-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2011-10-17	ENCODE		see document	>200	2	2_1							/files/ENCFF767BAR/, /files/ENCFF285DRD/	10914475	ENCODE Processing Pipeline	093f339187de97afde9d484c46e874c7		https://www.encodeproject.org/files/ENCFF244DNJ/@@download/ENCFF244DNJ.tsv	V29			released	s3://encode-public/2021/04/05/5821415a-719b-47b4-be00-78bbc4274f5d/ENCFF244DNJ.tsv	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF081DIY	tsv	tsv		gene quantifications	GRCh38	ENCSR000CTR	polyA plus RNA-seq	/human-donors/ENCDO000ABD/	EFO:0003072	SK-N-SH	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2012-06-21	ENCODE		see document	>200	3	3_1							/files/ENCFF940AZB/, /files/ENCFF813POH/	9874085	ENCODE Processing Pipeline	c09ff4cc171d6d6320ec5a9e2b5b9f1b		https://www.encodeproject.org/files/ENCFF081DIY/@@download/ENCFF081DIY.tsv	V24			released	s3://encode-public/2016/07/08/a1cbd9be-d331-445e-8457-b0c4c9d129fb/ENCFF081DIY.tsv	ENCODE3 GRCh38 V24	archived			
ENCFF395VEZ	tsv	tsv		gene quantifications	GRCh38	ENCSR000CTR	polyA plus RNA-seq	/human-donors/ENCDO000ABD/	EFO:0003072	SK-N-SH	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2012-06-21	ENCODE		see document	>200	4	4_1							/files/ENCFF940AZB/, /files/ENCFF449LUO/	9892172	ENCODE Processing Pipeline	58f23832f5f196c8d14ecb9700bd4dbc		https://www.encodeproject.org/files/ENCFF395VEZ/@@download/ENCFF395VEZ.tsv	V24			released	s3://encode-public/2016/07/08/d5f30e48-2ef0-4131-bb8f-82fdbea20347/ENCFF395VEZ.tsv	ENCODE3 GRCh38 V24	archived			
ENCFF119UFR	tsv	tsv		gene quantifications	GRCh38	ENCSR000CTR	polyA plus RNA-seq	/human-donors/ENCDO000ABD/	EFO:0003072	SK-N-SH	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2012-06-21	ENCODE		see document	>200	3	3_1							/files/ENCFF285DRD/, /files/ENCFF061RQP/	10851507	ENCODE Processing Pipeline	efe3d48e3839a307c5255a7514391bdb		https://www.encodeproject.org/files/ENCFF119UFR/@@download/ENCFF119UFR.tsv	V29			released	s3://encode-public/2021/04/17/6411b897-9ecf-46de-8650-d682b904df93/ENCFF119UFR.tsv	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF192RQD	tsv	tsv		gene quantifications	GRCh38	ENCSR000CTR	polyA plus RNA-seq	/human-donors/ENCDO000ABD/	EFO:0003072	SK-N-SH	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2012-06-21	ENCODE		see document	>200	4	4_1							/files/ENCFF285DRD/, /files/ENCFF784CEM/	10873909	ENCODE Processing Pipeline	2ef8e3b356ff9bdbb79ed14bafaee1de		https://www.encodeproject.org/files/ENCFF192RQD/@@download/ENCFF192RQD.tsv	V29			released	s3://encode-public/2021/04/17/2e382db4-4682-4e5a-94f2-0ef23c9fa909/ENCFF192RQD.tsv	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF599JTV	tsv	tsv		gene quantifications	GRCh38	ENCSR000COQ	polyA plus RNA-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2011-10-17	ENCODE		see document	>200	1	1_1							/files/ENCFF940AZB/, /files/ENCFF235OBA/	9927495	ENCODE Processing Pipeline	c1f46c4de24e9d9dc873d4d782662f7b		https://www.encodeproject.org/files/ENCFF599JTV/@@download/ENCFF599JTV.tsv	V24			released	s3://encode-public/2016/07/07/f4203d54-38f9-487a-804b-c5356c77fcd6/ENCFF599JTV.tsv	ENCODE3 GRCh38 V24	archived			
ENCFF121ZOP	tsv	tsv		gene quantifications	GRCh38	ENCSR000COQ	polyA plus RNA-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2011-10-17	ENCODE		see document	>200	2	2_1							/files/ENCFF940AZB/, /files/ENCFF923SVC/	9923215	ENCODE Processing Pipeline	669bc0e7fe0afd27def4e2a4e9dcb21e		https://www.encodeproject.org/files/ENCFF121ZOP/@@download/ENCFF121ZOP.tsv	V24			released	s3://encode-public/2016/07/07/a584c174-04a6-49ce-9036-53602d8d87a4/ENCFF121ZOP.tsv	ENCODE3 GRCh38 V24	archived			
ENCFF678BLG	tsv	tsv		gene quantifications	GRCh38	ENCSR000COQ	polyA plus RNA-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2011-10-17	ENCODE		see document	>200	1	1_1							/files/ENCFF285DRD/, /files/ENCFF526ICN/	10926396	ENCODE Processing Pipeline	6ab1d4436d6b56a27667133134b5de1e		https://www.encodeproject.org/files/ENCFF678BLG/@@download/ENCFF678BLG.tsv	V29			released	s3://encode-public/2021/04/05/9a4062a2-2117-4b1d-92ce-ee6e3d3ba540/ENCFF678BLG.tsv	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF897XES	tsv	tsv		gene quantifications	GRCh38	ENCSR000COQ	polyA plus RNA-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2011-10-17	ENCODE		see document	>200	2	2_1							/files/ENCFF590SKZ/, /files/ENCFF285DRD/	10923656	ENCODE Processing Pipeline	6f2be214a49a95f1a584dff2c2ca2722		https://www.encodeproject.org/files/ENCFF897XES/@@download/ENCFF897XES.tsv	V29			released	s3://encode-public/2021/04/05/5cea4f2b-a9e6-4615-bf23-96a1abaaa9f3/ENCFF897XES.tsv	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF004HYK	tsv	tsv		gene quantifications	GRCh38	ENCSR000CPE	polyA plus RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2011-10-17	ENCODE		see document	>200	1	1_1							/files/ENCFF940AZB/, /files/ENCFF572BGQ/	9898188	ENCODE Processing Pipeline	c64fec07e39e10a21324cb07eef6f705		https://www.encodeproject.org/files/ENCFF004HYK/@@download/ENCFF004HYK.tsv	V24			released	s3://encode-public/2016/07/07/39e92067-ecea-4e6f-a92e-7cb17254b8ee/ENCFF004HYK.tsv	ENCODE3 GRCh38 V24	archived			
ENCFF401KRE	tsv	tsv		gene quantifications	GRCh38	ENCSR000CPE	polyA plus RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2011-10-17	ENCODE		see document	>200	2	2_1							/files/ENCFF940AZB/, /files/ENCFF701JPU/	9895997	ENCODE Processing Pipeline	8a6c48091ceb6c96a7762127417aa750		https://www.encodeproject.org/files/ENCFF401KRE/@@download/ENCFF401KRE.tsv	V24			released	s3://encode-public/2016/07/07/5675f88d-7757-498e-befe-544281b11d4a/ENCFF401KRE.tsv	ENCODE3 GRCh38 V24	archived			
ENCFF831QQF	tsv	tsv		gene quantifications	GRCh38	ENCSR000CPE	polyA plus RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2011-10-17	ENCODE		see document	>200	2	2_1							/files/ENCFF285DRD/, /files/ENCFF722EZI/	10886440	ENCODE Processing Pipeline	6397930c7e024827b18a4a273af30b0a		https://www.encodeproject.org/files/ENCFF831QQF/@@download/ENCFF831QQF.tsv	V29			released	s3://encode-public/2021/04/17/0f708342-13b6-4374-ba7a-c39fce0333d4/ENCFF831QQF.tsv	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF168QKW	tsv	tsv		gene quantifications	GRCh38	ENCSR000CPE	polyA plus RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2011-10-17	ENCODE		see document	>200	1	1_1							/files/ENCFF701GBS/, /files/ENCFF285DRD/	10889495	ENCODE Processing Pipeline	55ce08934023f1185264ed640b90ad2a		https://www.encodeproject.org/files/ENCFF168QKW/@@download/ENCFF168QKW.tsv	V29			released	s3://encode-public/2021/04/17/8f4f33eb-f8b9-4b87-a4aa-dc0530007351/ENCFF168QKW.tsv	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF629VUS	tsv	tsv		gene quantifications	GRCh38	ENCSR000CTU	polyA plus RNA-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2012-06-21	ENCODE		see document	>200	3	3_1							/files/ENCFF940AZB/, /files/ENCFF970XRB/	9935806	ENCODE Processing Pipeline	0f96e39b3d4382f713d736a4a402b118		https://www.encodeproject.org/files/ENCFF629VUS/@@download/ENCFF629VUS.tsv	V24			released	s3://encode-public/2016/07/07/208ac7d3-b493-45b9-8ce3-756b4eaae9a9/ENCFF629VUS.tsv	ENCODE3 GRCh38 V24	archived			
ENCFF670XEO	tsv	tsv		gene quantifications	GRCh38	ENCSR000CTU	polyA plus RNA-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2012-06-21	ENCODE		see document	>200	4	4_1							/files/ENCFF940AZB/, /files/ENCFF772WOE/	9933825	ENCODE Processing Pipeline	b6b294ba1df557981ab56b9f6198ffdb		https://www.encodeproject.org/files/ENCFF670XEO/@@download/ENCFF670XEO.tsv	V24			released	s3://encode-public/2016/07/07/bf7e5dbd-0ae6-47a6-b3d7-8b550bc7d22a/ENCFF670XEO.tsv	ENCODE3 GRCh38 V24	archived			
ENCFF591QCK	tsv	tsv		gene quantifications	GRCh38	ENCSR000CTU	polyA plus RNA-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2012-06-21	ENCODE		see document	>200	4	4_1							/files/ENCFF788WWI/, /files/ENCFF285DRD/	10936068	ENCODE Processing Pipeline	7b216270e677f7b9c23df5c7852e5e46		https://www.encodeproject.org/files/ENCFF591QCK/@@download/ENCFF591QCK.tsv	V29			released	s3://encode-public/2021/04/17/eb0ca756-c2a1-4c0f-88ec-e57eb3b1a9f5/ENCFF591QCK.tsv	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF395RXK	tsv	tsv		gene quantifications	GRCh38	ENCSR000CTU	polyA plus RNA-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2012-06-21	ENCODE		see document	>200	3	3_1							/files/ENCFF803FXH/, /files/ENCFF285DRD/	10938385	ENCODE Processing Pipeline	ef4214137d304274ea8cf0f86ba4789c		https://www.encodeproject.org/files/ENCFF395RXK/@@download/ENCFF395RXK.tsv	V29			released	s3://encode-public/2021/04/17/02656206-029a-4d2a-a8c6-fde79b8b5627/ENCFF395RXK.tsv	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF010RHX	tsv	tsv		gene quantifications	GRCh38	ENCSR000CPP	polyA plus RNA-seq	/human-donors/ENCDO000AAB/	EFO:0002791	HeLa-S3	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2011-10-17	ENCODE		see document	>200	1	1_1							/files/ENCFF940AZB/, /files/ENCFF558UTR/	9877796	ENCODE Processing Pipeline	13eb13bc2caa909e36b19d529b81fc67		https://www.encodeproject.org/files/ENCFF010RHX/@@download/ENCFF010RHX.tsv	V24			released	s3://encode-public/2016/07/07/6c8f24a0-2da3-4e4e-94d1-4cfb84e6f97b/ENCFF010RHX.tsv	ENCODE3 GRCh38 V24	archived			
ENCFF206NFZ	tsv	tsv		gene quantifications	GRCh38	ENCSR000CPP	polyA plus RNA-seq	/human-donors/ENCDO000AAB/	EFO:0002791	HeLa-S3	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2011-10-17	ENCODE		see document	>200	2	2_1							/files/ENCFF940AZB/, /files/ENCFF321OWM/	9889065	ENCODE Processing Pipeline	b32e11b36cd907c8d2444d5d2915742c		https://www.encodeproject.org/files/ENCFF206NFZ/@@download/ENCFF206NFZ.tsv	V24			released	s3://encode-public/2016/07/07/c6bca08c-ac04-4055-bfa1-0dc9443e43ef/ENCFF206NFZ.tsv	ENCODE3 GRCh38 V24	archived			
ENCFF623UDU	tsv	tsv		gene quantifications	GRCh38	ENCSR000CPP	polyA plus RNA-seq	/human-donors/ENCDO000AAB/	EFO:0002791	HeLa-S3	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2011-10-17	ENCODE		see document	>200	2	2_1							/files/ENCFF762USR/, /files/ENCFF285DRD/	10876615	ENCODE Processing Pipeline	00f4917b72d96805bfe9dda3fb75c373		https://www.encodeproject.org/files/ENCFF623UDU/@@download/ENCFF623UDU.tsv	V29			released	s3://encode-public/2021/04/05/5c697f1c-5b6c-4cd3-9cba-51eed2a700d8/ENCFF623UDU.tsv	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF297BJF	tsv	tsv		gene quantifications	GRCh38	ENCSR000CPP	polyA plus RNA-seq	/human-donors/ENCDO000AAB/	EFO:0002791	HeLa-S3	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2011-10-17	ENCODE		see document	>200	1	1_1							/files/ENCFF658FVU/, /files/ENCFF285DRD/	10860161	ENCODE Processing Pipeline	1fc1761b9ad319d41404ed20b80ee642		https://www.encodeproject.org/files/ENCFF297BJF/@@download/ENCFF297BJF.tsv	V29			released	s3://encode-public/2021/04/05/9a02ab6a-3671-4030-a324-b1300cf3e57d/ENCFF297BJF.tsv	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF354NLX	tsv	tsv		gene quantifications	GRCh38	ENCSR000CTP	polyA plus RNA-seq	/human-donors/ENCDO000AAX/	EFO:0001196	IMR-90	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2012-06-21	ENCODE		see document	>200	1	1_1							/files/ENCFF940AZB/, /files/ENCFF967ORN/	9785275	ENCODE Processing Pipeline	1addba7257667de92ccf722688bee823		https://www.encodeproject.org/files/ENCFF354NLX/@@download/ENCFF354NLX.tsv	V24			released	s3://encode-public/2016/07/07/fe8f7759-83b2-4a36-9b1f-4f0fda232391/ENCFF354NLX.tsv	ENCODE3 GRCh38 V24	archived	low replicate concordance		
ENCFF737DLC	tsv	tsv		gene quantifications	GRCh38	ENCSR000CTP	polyA plus RNA-seq	/human-donors/ENCDO000AAX/	EFO:0001196	IMR-90	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2012-06-21	ENCODE		see document	>200	2	2_1							/files/ENCFF940AZB/, /files/ENCFF048SHC/	9808208	ENCODE Processing Pipeline	1e8d39cfce459c8c8bcef77d8571efb3		https://www.encodeproject.org/files/ENCFF737DLC/@@download/ENCFF737DLC.tsv	V24			released	s3://encode-public/2016/07/07/46d74270-3feb-483f-a74f-1a728d6d9d81/ENCFF737DLC.tsv	ENCODE3 GRCh38 V24	archived	low replicate concordance		
ENCFF685UUT	tsv	tsv		gene quantifications	GRCh38	ENCSR000CTP	polyA plus RNA-seq	/human-donors/ENCDO000AAX/	EFO:0001196	IMR-90	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2012-06-21	ENCODE		see document	>200	2	2_1							/files/ENCFF285DRD/, /files/ENCFF644BCS/	10772978	ENCODE Processing Pipeline	bfd5f390f609eb4ad86bf07abd13de51		https://www.encodeproject.org/files/ENCFF685UUT/@@download/ENCFF685UUT.tsv	V29			released	s3://encode-public/2021/04/17/7987cbab-c682-44fe-8107-e13ee7dc837d/ENCFF685UUT.tsv	ENCODE4 v1.2.3 GRCh38 V29	released	low replicate concordance		
ENCFF198QFQ	tsv	tsv		gene quantifications	GRCh38	ENCSR000CTP	polyA plus RNA-seq	/human-donors/ENCDO000AAX/	EFO:0001196	IMR-90	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2012-06-21	ENCODE		see document	>200	1	1_1							/files/ENCFF183BBX/, /files/ENCFF285DRD/	10737414	ENCODE Processing Pipeline	06543e20426748bff2118cb7748ce361		https://www.encodeproject.org/files/ENCFF198QFQ/@@download/ENCFF198QFQ.tsv	V29			released	s3://encode-public/2021/04/17/543d3c98-760d-4099-bc2c-5b9160e26f7d/ENCFF198QFQ.tsv	ENCODE4 v1.2.3 GRCh38 V29	released	low replicate concordance		
ENCFF172GIN	tsv	tsv		gene quantifications	GRCh38	ENCSR000CPH	polyA plus RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2011-10-17	ENCODE		see document	>200	1	1_1							/files/ENCFF940AZB/, /files/ENCFF548QZZ/	9913216	ENCODE Processing Pipeline	f3869b2008b1651dc02c0eb1d31b680e		https://www.encodeproject.org/files/ENCFF172GIN/@@download/ENCFF172GIN.tsv	V24			released	s3://encode-public/2016/07/07/a326464a-17e4-45e4-8196-bec19f818a3e/ENCFF172GIN.tsv	ENCODE3 GRCh38 V24	archived			
ENCFF768TKT	tsv	tsv		gene quantifications	GRCh38	ENCSR000CPH	polyA plus RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2011-10-17	ENCODE		see document	>200	2	2_1							/files/ENCFF940AZB/, /files/ENCFF424NMS/	9914968	ENCODE Processing Pipeline	941abf570c3bab78f0d1266f5f1afbdc		https://www.encodeproject.org/files/ENCFF768TKT/@@download/ENCFF768TKT.tsv	V24			released	s3://encode-public/2016/07/07/94713908-84e9-413c-a116-fbc82b6a2423/ENCFF768TKT.tsv	ENCODE3 GRCh38 V24	archived			
ENCFF068NRZ	tsv	tsv		gene quantifications	GRCh38	ENCSR000CPH	polyA plus RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2011-10-17	ENCODE		see document	>200	1	1_1							/files/ENCFF285DRD/, /files/ENCFF812HLH/	10909105	ENCODE Processing Pipeline	fc3f87cc7294fe64c101d12126e0e35a		https://www.encodeproject.org/files/ENCFF068NRZ/@@download/ENCFF068NRZ.tsv	V29			released	s3://encode-public/2021/04/17/e5a6e656-ff93-40b5-bd56-d7f211adc846/ENCFF068NRZ.tsv	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF928YLB	tsv	tsv		gene quantifications	GRCh38	ENCSR000CPH	polyA plus RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2011-10-17	ENCODE		see document	>200	2	2_1							/files/ENCFF285DRD/, /files/ENCFF316ROI/	10911678	ENCODE Processing Pipeline	a4c8597a1e4ff3a7a39a8592241bb030		https://www.encodeproject.org/files/ENCFF928YLB/@@download/ENCFF928YLB.tsv	V29			released	s3://encode-public/2021/04/17/3e64ceb3-b88b-46c3-a812-6aea7a572ce0/ENCFF928YLB.tsv	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF687YKM	tsv	tsv		gene quantifications	GRCh38	ENCSR000CTL	polyA plus RNA-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2012-06-21	ENCODE		see document	>200	3	3_1							/files/ENCFF940AZB/, /files/ENCFF332OXP/	9876991	ENCODE Processing Pipeline	2476b741baddb82ba9d146b5790e215a		https://www.encodeproject.org/files/ENCFF687YKM/@@download/ENCFF687YKM.tsv	V24			released	s3://encode-public/2016/07/07/c9eaf87f-a739-4e11-9429-890b5fdc1217/ENCFF687YKM.tsv	ENCODE3 GRCh38 V24	archived			
ENCFF829SRM	tsv	tsv		gene quantifications	GRCh38	ENCSR000CTL	polyA plus RNA-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2012-06-21	ENCODE		see document	>200	4	4_1							/files/ENCFF940AZB/, /files/ENCFF226DXX/	9879817	ENCODE Processing Pipeline	f22b467663d45f0539f311037a8b7715		https://www.encodeproject.org/files/ENCFF829SRM/@@download/ENCFF829SRM.tsv	V24			released	s3://encode-public/2016/07/07/f3b0ca1f-f178-4355-9ab7-9e1dbee6f202/ENCFF829SRM.tsv	ENCODE3 GRCh38 V24	archived			
ENCFF163SWR	tsv	tsv		gene quantifications	GRCh38	ENCSR000CTL	polyA plus RNA-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2012-06-21	ENCODE		see document	>200	3	3_1							/files/ENCFF484FPF/, /files/ENCFF285DRD/	10855519	ENCODE Processing Pipeline	11eb23f7e33fffce5a4b24da27812fff		https://www.encodeproject.org/files/ENCFF163SWR/@@download/ENCFF163SWR.tsv	V29			released	s3://encode-public/2021/04/17/d1a5aa94-d5ba-4817-91cf-66d4263eab52/ENCFF163SWR.tsv	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF981HOQ	tsv	tsv		gene quantifications	GRCh38	ENCSR000CTL	polyA plus RNA-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2012-06-21	ENCODE		see document	>200	4	4_1							/files/ENCFF282YEO/, /files/ENCFF285DRD/	10859237	ENCODE Processing Pipeline	510cc3fa58e4cc30e0a47f9d54217749		https://www.encodeproject.org/files/ENCFF981HOQ/@@download/ENCFF981HOQ.tsv	V29			released	s3://encode-public/2021/04/17/39586364-e766-4816-9c02-31f768c0203b/ENCFF981HOQ.tsv	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF653XHG	tsv	tsv		gene quantifications	GRCh38	ENCSR000COU	polyA plus RNA-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2011-10-17	ENCODE		see document	>200	1	1_1							/files/ENCFF940AZB/, /files/ENCFF483XKV/	9889546	ENCODE Processing Pipeline	256a93069f8e0dcb6187272c8ec51d8d		https://www.encodeproject.org/files/ENCFF653XHG/@@download/ENCFF653XHG.tsv	V24			released	s3://encode-public/2016/07/07/8cc90365-cb35-41e2-a95c-5844e7e79121/ENCFF653XHG.tsv	ENCODE3 GRCh38 V24	archived			
ENCFF915AUQ	tsv	tsv		gene quantifications	GRCh38	ENCSR000COU	polyA plus RNA-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2011-10-17	ENCODE		see document	>200	2	2_1							/files/ENCFF940AZB/, /files/ENCFF338NGO/	9864273	ENCODE Processing Pipeline	0e17174cf8aa3ca81fba77318022982a		https://www.encodeproject.org/files/ENCFF915AUQ/@@download/ENCFF915AUQ.tsv	V24			released	s3://encode-public/2016/07/07/cc8bdc0d-dbed-462c-ae01-21bf0e0622d1/ENCFF915AUQ.tsv	ENCODE3 GRCh38 V24	archived			
ENCFF321HCT	tsv	tsv		gene quantifications	GRCh38	ENCSR000COU	polyA plus RNA-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2011-10-17	ENCODE		see document	>200	1	1_1							/files/ENCFF285DRD/, /files/ENCFF615XFT/	10888164	ENCODE Processing Pipeline	2fbc93155b0fb06b7c21a4c3a68427aa		https://www.encodeproject.org/files/ENCFF321HCT/@@download/ENCFF321HCT.tsv	V29			released	s3://encode-public/2021/04/08/4bbb1224-bdeb-48c1-9663-f87b09a016ab/ENCFF321HCT.tsv	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF736CCO	tsv	tsv		gene quantifications	GRCh38	ENCSR000COU	polyA plus RNA-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2011-10-17	ENCODE		see document	>200	2	2_1							/files/ENCFF285DRD/, /files/ENCFF945RND/	10852917	ENCODE Processing Pipeline	aa8020328c9db80d3945ece9619938b3		https://www.encodeproject.org/files/ENCFF736CCO/@@download/ENCFF736CCO.tsv	V29			released	s3://encode-public/2021/04/08/cda06902-263d-4e31-97a3-39800bae4dd9/ENCFF736CCO.tsv	ENCODE4 v1.2.3 GRCh38 V29	released			
ENCFF458OHS	tsv	tsv		gene quantifications	GRCh38	ENCSR000CPF	polyA plus RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens											polyadenylated mRNA	rRNA				reverse	2011-10-17	ENCODE		see document	>200	1	1_1							/files/ENCFF940AZB/, /files/ENCFF049HPY/	9851829	ENCODE Processing Pipeline	910f056aa7a6197888e6aa9815c4f78d		https://www.encodeproject.org/files/ENCFF458OHS/@@download/ENCFF458OHS.tsv	V24			released	s3://encode-public/2016/07/07/2f3597b3-db41-409d-b32e-8b6f1e20731e/ENCFF458OHS.tsv	ENCODE3 GRCh38 V24	archived			
