# Jan, Williams, Weissman. Science, 2014.
# Table S6 Comprehensive 293/human annotation table
# See Materials and Methods for additional information on annotation derivation
#
# UCSC.gene.id: the ucsc gene id <string>
# uniprot.protein.id: the uniprot protein id <string>
# AA.length: the length of the gene in amino acids <integer>
# secretome: whether the gene is a member of the secretome <"yes" or "no">
# phobius: whether this gene was predicted to contain a TMD or signal peptide by Phobius <"yes" or "no">
# first.feature.start: the position, in amino acids, where the first Phobius-predicted hydrophobic feature begins <integer> or NA
# TMHMM: whether this gene was predicted to contain a TMD by TMHMM <"yes" or "no">
# SignalP: whether this gene was predicted to contain a signal peptide by SignalP <"yes" or "no">
# signalSequence: whether this gene has an ER signal anchor sequence, based on containing a TMD within the first 60 amino acids <"yes" or "no">
# signalAnchor:whether this gene has an ER signal sequence, based on a SignalP prediction or Phobius-predicted hydrophobic domain in the first 60 amino acids <"yes or "no">
# mitoCarta: whether this gene is annotated in MitoCarta <"yes" or "no">
# mito.GO: whether this gene is annotated with the term GO:005739 <"yes" or "no">
# pexDB: whether this gene is annotated as peroxisomal <"yes" or "no">
# input.count: refers to the number of raw sequencing counts mapped to the gene in the input library (for statistical reliability, see Ingolia 2009) <int>
# input.rpkm: is the input reads per kilobase per million, which corrects counts for total library sequencing reads and gene length <float>
# pulldown.count: refers to the number of raw sequencing counts mapped to the gene in the pulldown library <int>
# pulldown.rpkm: is the pulldown reads per kilobase per million, which corrects counts for total library sequencing reads and gene length <float>
# log2.enrichment: represents log2(pulldown.rpkm / total.rpkm) <float> or "NA"
#
#UCSC.gene.id	uniprot.protein.id	AA.length	secretome	phobius	first.feature.start	TMHMM	SignalP	signalSequence	signalAnchor	mitoCarta	mito.GO	pexDB	input.count	input.rpkm	pulldown.count	pulldown.rpkm	log2.enrichment
uc001cey.4	D3DPU2	475	no	no	NA	no	no	no	no	no	no	no	967	189.274261169	372	112.887819732	-0.745588404768
uc001cfb.2	P50897	306	yes	yes	5	no	yes	yes	no	no	no	no	519	157.690171863	1446	681.152918186	2.1108859722
uc001cfc.4	Q13129	1914	no	no	NA	no	no	no	no	no	no	no	75	3.64315815547	25	1.88276376012	NA
uc001cfe.2	Q7Z6W1	182	yes	yes	53	yes	no	no	yes	no	no	no	0	0.0	0	0.0	NA
uc001cfg.3	O75844	475	yes	yes	20	yes	no	no	yes	no	no	no	295	57.7413723319	501	152.034402381	1.39672051254
uc001cfh.1	Q14055	689	yes	yes	11	no	yes	yes	no	no	no	no	0	0.0	0	0.0	NA
uc001cfj.3	Q8WU79	429	no	no	NA	no	no	no	no	no	no	no	178	38.5763741508	63	21.168057783	-0.865828643869
uc001cfn.2	Q9UJL9	534	no	no	NA	no	no	no	no	no	no	no	7	1.21875238369	1	0.269933321114	NA
uc001cfo.3	Q49AA0	526	no	no	NA	no	no	no	no	no	no	no	10	1.76755505946	0	0.0	NA
uc001cfp.3	Q9H790	373	no	no	NA	no	no	no	no	no	no	no	14	3.48961808522	10	3.86446095107	NA
uc001cft.2	Q5T5D7	378	no	no	NA	no	no	no	no	no	no	no	11	2.70557501959	5	1.90667187136	NA
uc001cfu.1	Q9UJD0	308	no	no	NA	no	no	no	no	no	no	no	6	1.81117005443	2	0.936002555032	NA
uc010ojl.1	Q8N9K3	128	no	no	NA	no	no	no	no	no	no	no	3	2.17906397174	3	3.37838422207	NA
uc001cfx.4	B4DUS6	354	no	no	NA	no	no	no	no	no	no	no	141	37.0317764237	47	19.1378149529	-0.952337637122
uc001cgh.2	P56696	695	yes	yes	99	yes	no	no	no	no	no	no	1	0.133774670687	0	0.0	NA
uc001cgj.3	Q96RK1	184	no	no	NA	no	no	no	no	no	no	no	10	5.05290196345	3	2.3501803284	NA
uc001cgk.4	P17812	591	no	no	NA	no	no	no	no	no	no	no	518	81.4893725788	146	35.6092748686	-1.19435886521
uc001cgm.2	Q499Z3	407	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc001cgs.3	Q96GD3-2	648	no	no	NA	no	no	no	no	no	no	no	22	3.15650418952	10	2.22445051659	NA
uc009vwh.3		115	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc001cgx.3	P20800	178	yes	yes	8	no	yes	yes	no	no	no	no	0	0.0	0	0.0	NA
uc001cha.4	Q5T1R4-2	2405	no	no	NA	no	no	no	no	no	no	no	5	0.193291883841	0	0.0	NA
uc001chc.1	Q16661	112	yes	yes	6	yes	yes	yes	no	no	no	no	1	0.830119608282	0	0.0	NA
uc001chd.1	Q02747	115	yes	yes	3	yes	yes	yes	no	no	no	no	0	0.0	0	0.0	NA
uc001chf.3	Q9UPW0	622	no	no	NA	no	no	no	no	no	no	no	177	26.4570596697	45	10.4284529041	-1.34312759016
uc001chi.2	Q8IXN7	391	no	no	NA	no	no	no	no	no	no	no	12	2.85340346172	9	3.31790164009	NA
uc001chj.3	Q9H0C1	365	yes	yes	302	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc001chl.3	Q9HAB8	311	no	no	NA	no	no	no	no	no	no	no	56	16.7411902995	36	16.6855246466	NA
uc009vwk.1	Q5VVM6	783	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc001chq.3	O43447	177	no	no	NA	no	no	no	no	no	no	no	384	201.704994989	186	151.473769414	-0.41317882602
uc001chs.3	P67809	324	no	no	NA	no	no	no	no	no	no	no	4531	1300.19277115	1571	698.922352312	-0.895521446616
uc001cht.1	Q8N6F1	224	yes	yes	6	yes	no	no	yes	no	no	no	0	0.0	0	0.0	NA
uc001chx.4	Q32P28-3	804	yes	yes	8	no	yes	yes	no	no	no	no	186	21.5087707459	910	163.148505053	2.92318878758
uc001cia.4	Q9BV19	199	no	no	NA	no	no	no	no	no	no	no	44	20.5569318071	25	18.1085921451	NA
uc021omg.1	NP_001229679	245	yes	yes	34	yes	no	no	yes	no	no	no	0	0.0	4	2.35337785265	NA
uc001cib.2	Q8N300	66	no	no	NA	no	no	no	no	no	no	no	32	45.0780102437	7	15.2880417322	NA
uc001cie.1	Q96PL5	475	yes	yes	10	yes	yes	yes	no	no	no	no	3	0.587200396595	4	1.213847524	NA
uc001cig.3	Q5VV52-2	284	no	no	NA	no	no	no	no	no	no	no	17	5.56530892313	4	2.030202725	NA
uc001cik.2	P11166	492	yes	yes	12	yes	no	no	yes	no	no	no	218	41.1955291785	578	169.340364692	2.03936622132
uc009vwo.3	A6NL82	134	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc010ojx.2	Q99848	361	no	no	NA	no	no	no	no	no	no	no	714	183.886439986	301	120.186876554	-0.613535723667
uc021omk.1	NP_001182760	1283	no	no	NA	no	no	no	no	no	no	no	1	0.0724656244174	0	0.0	NA
uc021oml.1	Q96AQ2	219	yes	yes	33	yes	no	no	yes	no	no	no	0	0.0	0	0.0	NA
uc001cit.4	Q8IVY1	113	yes	yes	30	yes	no	no	yes	no	no	no	0	0.0	0	0.0	NA
uc001ciu.3	P35590	1138	yes	yes	8	yes	yes	yes	no	no	no	no	0	0.0	0	0.0	NA
uc001ciw.3	P40238	635	yes	yes	5	yes	yes	yes	no	no	no	no	0	0.0	0	0.0	NA
uc001cix.3	Q12834	499	no	no	NA	no	no	no	no	no	no	no	945	176.071862406	463	133.745198755	-0.396677272254
uc001cjb.3	Q9BW60	279	yes	yes	22	yes	no	no	yes	no	no	no	108	35.9897017268	243	125.545116898	1.80254986505
uc001cje.1	Q96G25-2	301	no	no	NA	no	no	no	no	no	no	no	161	49.7299560682	82	39.2685723088	-0.340740009896
uc001cjk.2	Q5T011-5	2533	no	no	NA	no	no	no	no	no	no	no	18	0.660687378719	8	0.455252723174	NA
uc001cjo.3	Q5T013	277	no	no	NA	no	no	no	no	no	no	no	4	1.34257611737	1	0.520376871751	NA
uc001cjr.3	P10586	1907	yes	yes	14	yes	yes	yes	no	no	no	no	442	21.5491563127	2602	196.677352817	3.19012755093
uc001cjx.3	O75164	1064	no	no	NA	no	no	no	no	no	no	no	240	20.9714427355	82	11.1088724295	-0.916713727384
uc001ckb.3	Q11203-4	444	yes	yes	6	yes	no	no	yes	no	no	no	2	0.418799081656	0	0.0	NA
uc001ckt.3	Q5T4W7-3	228	yes	yes	3	no	no	yes	yes	no	no	no	0	0.0	0	0.0	NA
uc001ckx.3	O94829	963	no	no	NA	no	no	no	no	no	no	no	41	3.95836889017	22	3.29301833484	NA
uc001ckz.3	Q9BQC3	489	no	no	NA	no	no	no	no	no	no	no	79	15.0202419102	30	8.84321432362	NA
uc001cld.3	Q99437	205	yes	yes	7	yes	no	no	yes	no	no	no	952	431.759381041	2115	1487.14825463	1.7842490483
uc010okl.2	B4DE14	401	yes	yes	41	yes	no	no	yes	no	no	no	15	3.4778078352	27	9.70548285243	NA
uc001clj.3	Q8N4L8	307	no	no	NA	no	no	no	no	no	no	no	4	1.21137975411	0	0.0	NA
uc001cll.3	P48067	706	yes	yes	109	yes	no	no	no	no	no	no	67	8.82325430672	174	35.5256720462	NA
uc001clp.3	Q5JT82	389	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc001clq.1	Q9NPF5	467	no	no	NA	no	no	no	no	no	no	no	173	34.4419647325	76	23.4581882315	-0.554075850593
uc001clt.3	O43414	337	no	no	NA	no	no	no	no	no	no	no	283	78.0755819113	152	65.0146819234	-0.26410586579
uc001clv.1	Q5VTB9	566	yes	yes	20	no	no	yes	no	no	no	no	162	26.6107600224	60	15.2803243966	-0.800334543682
uc001cmc.3	Q6P2H8	277	yes	yes	171	yes	no	no	no	no	no	no	25	8.39110073353	15	7.80565307626	NA
uc001cmf.2	Q6PIY5	440	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc001cmg.4	Q99661	725	no	no	NA	no	no	no	no	no	no	no	324	41.5494901315	88	17.4961470701	-1.24779352065
uc001cmi.3	P62241	208	no	no	NA	no	no	no	no	no	no	no	10847	4848.47321056	5915	4099.10618944	-0.242221148383
uc001cmm.3	Q8NFU0	473	yes	yes	36	yes	no	no	yes	no	no	no	0	0.0	0	0.0	NA
uc001cmn.3	Q9H4B4	646	no	no	NA	no	no	no	no	no	no	no	10	1.43921665832	8	1.78506988824	NA
uc001cmp.3	Q5JR98	221	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc010ole.1	C9JJ37	291	no	no	NA	no	no	no	no	no	no	no	0	0.0	1	0.495341558333	NA
uc010olf.2	Q9Y6C5	1203	yes	yes	34	yes	no	no	yes	no	no	no	0	0.0	3	0.359462327868	NA
uc001cmt.2	Q9NR50	452	no	no	NA	no	no	no	no	no	no	no	220	45.2525379382	64	20.4098256248	-1.14873484992
uc009vxk.3	Q5T447	861	no	no	NA	no	no	no	no	no	no	no	57	6.15503319311	22	3.68313200517	NA
uc001cna.2	P06132	367	no	no	NA	no	no	no	no	no	no	no	351	88.9200600566	189	74.2323988195	-0.260459932485
uc001cnd.2	Q9P217	1185	no	no	NA	no	no	no	no	no	no	no	33	2.58913255039	18	2.18953509076	NA
uc001cne.3	Q96IR7	371	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc001cnh.3	E5KP28	522	no	no	NA	no	no	no	no	yes	no	no	24	4.27463890242	14	3.86594158745	NA
uc009vxq.3	Q96GM8	510	no	no	NA	no	no	no	no	no	no	no	94	17.1362730117	26	7.34853770657	NA
uc001cns.1	Q96S53	571	no	no	NA	no	no	no	no	no	no	no	4	0.65130224958	3	0.757326060289	NA
uc001cnw.3	F2Z3K3	145	yes	yes	28	no	no	no	yes	no	no	no	10	6.41195835363	5	4.97049632672	NA
uc009vxv.3	Q9Y4U1	282	no	no	NA	no	no	no	no	yes	no	yes	96	31.6505178307	33	16.8679609386	NA
uc021omw.1	Q06830	199	no	no	NA	no	no	no	no	yes	yes	yes	3354	1566.9988473	1503	1088.68855976	-0.525412816057
uc001coe.3	P14550	325	no	no	NA	no	no	no	no	no	no	no	131	37.4754304391	54	23.9501453774	-0.645910635773
uc001coi.2	P49321	788	yes	yes	5	no	no	yes	no	no	no	no	1790	211.195912523	538	98.4133041745	-1.10165664599
uc010olt.2	Q96LX7	622	no	no	NA	no	no	no	no	no	no	no	1	0.149474913388	0	0.0	NA
uc001coq.3	Q9HC44	474	no	no	NA	no	no	no	no	no	no	no	33	6.47283137597	7	2.12871467157	NA
uc001cor.1	Q5SWH9	247	yes	yes	124	yes	no	no	no	no	no	no	62	23.3374516596	38	22.1760605346	NA
uc001cou.3	Q9Y573	584	no	no	NA	no	no	no	no	no	no	no	27	4.29842756069	12	2.9618710988	NA
uc001cov.3	Q6P0Q8	1798	yes	yes	708	no	no	no	no	no	no	no	34	1.75811761309	13	1.0422008427	NA
uc001cpb.4	Q92569	461	no	no	NA	no	no	no	no	no	no	no	24	4.8402635728	5	1.56338821556	NA
uc001cpd.3	O60635	241	yes	yes	12	yes	no	no	yes	no	no	no	0	0.0	0	0.0	NA
uc001cpg.3	NP_001230695	748	yes	yes	38	no	no	no	yes	no	no	no	31	3.85317550796	64	12.3332101369	NA
uc010oma.2	Q96LR2	239	no	no	NA	no	no	no	no	no	no	no	6	2.33406015383	2	1.2062292341	NA
uc009vye.2	Q92698	747	no	no	NA	no	no	no	no	no	no	no	51	6.34758126172	22	4.24521640756	NA
uc001cpn.3	Q15345	812	no	no	NA	no	no	no	no	no	no	no	350	40.0747397102	179	31.7756729458	-0.334770470972
uc001cpp.3	P07919	91	no	no	NA	no	no	no	no	yes	no	yes	167	170.621507179	130	205.920562107	0.271288384154
uc001cpr.1	Q96CB9	384	no	no	NA	no	no	no	no	no	no	yes	83	20.0958121838	53	19.8949293077	NA
uc001cpu.2	O00519	579	yes	yes	6	yes	no	no	yes	no	no	no	0	0.0	0	0.0	NA
uc001cpx.3	Q8NFW5	382	no	no	NA	no	no	no	no	no	no	no	3	0.730157561211	2	0.754682688351	NA
uc001cpy.2	Q96MR4	136	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc009vyh.1	A6PVL3-2	101	yes	yes	12	yes	no	no	yes	no	no	no	0	0.0	0	0.0	NA
uc001cqb.3	Q9BUB5	465	no	no	NA	no	no	no	no	no	no	no	56	11.1967960928	37	11.4695538894	NA
uc001cqe.4	Q70IA8	268	no	no	NA	no	no	no	no	no	no	no	1	0.346915657192	1	0.537852214459	NA
uc001cqh.3	NP_073582	328	no	yes	2	no	no	yes	no	yes	no	yes	350	99.2094165995	245	107.668830492	0.11805169077
uc001cqj.3	Q6PEX7	206	yes	yes	12	yes	no	no	yes	no	no	no	0	0.0	0	0.0	NA
uc001cqk.4	O75071	495	yes	yes	71	yes	no	no	no	no	no	no	9	1.69042538414	18	5.24161430818	NA
uc001cqn.4	P13584-2	512	yes	yes	13	yes	no	no	yes	no	no	no	0	0.0	0	0.0	NA
uc001cqp.4	Q02928	519	yes	yes	18	yes	no	no	yes	no	no	no	0	0.0	0	0.0	NA
uc001cqt.3	Q8N118	509	yes	yes	14	yes	no	no	yes	no	no	no	10	1.82658931488	16	4.53106148448	NA
uc001cqu.1	Q86W10	505	yes	yes	12	yes	no	no	yes	no	no	no	0	0.0	0	0.0	NA
uc001cqv.1	Q5TCH4	519	yes	yes	12	yes	no	no	yes	no	no	no	0	0.0	0	0.0	NA
uc001cqw.3	Q13113	114	yes	yes	4	yes	yes	yes	yes	no	no	no	0	0.0	0	0.0	NA
uc009vyq.2		200	yes	yes	13	no	yes	yes	no	no	no	no	0	0.0	0	0.0	NA
uc001cqx.2	P17542	331	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc001crd.1	Q15468-2	1288	no	no	NA	no	no	no	no	no	no	no	106	7.65153725895	32	3.58122716708	-1.09529559097
uc001cri.3	B2R6S5	228	yes	yes	8	no	yes	yes	no	no	no	no	350	142.722318617	247	156.156426265	0.129780983354
uc001crk.3	Q13461	319	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc001crm.3	O60548	495	no	no	NA	no	no	no	no	no	no	no	15	2.81737564023	9	2.62080715409	NA
uc021ong.1	A6NFA1	517	yes	yes	3	no	yes	yes	no	no	no	no	4	0.719329950697	26	7.24904106451	NA
uc001cro.2	Q2M3M2	681	yes	yes	33	yes	no	no	yes	no	no	no	0	0.0	0	0.0	NA
uc001crr.2	Q9NWH7	488	yes	yes	6	no	no	yes	no	no	no	no	21	4.00090434156	4	1.18151142193	NA
uc001cru.2	Q5VU57	503	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc001crx.4	Q7L4P6	421	no	no	NA	no	no	no	no	no	no	no	4	0.883357682922	0	0.0	NA
uc001csb.2	P26378	380	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc010onb.2	Q96SC8	542	yes	yes	10	no	no	yes	no	no	no	no	6	1.02922578739	5	1.32974532726	NA
uc001cse.1	Q9UNN5	650	no	no	NA	no	no	no	no	no	no	no	295	42.1956182425	103	22.8413423507	-0.885445753463
uc001csg.3	P42773	168	no	no	NA	no	no	no	no	no	no	no	35	19.3694575266	12	10.2960281054	NA
uc001csh.3	Q5T7R7	199	yes	yes	12	yes	no	no	yes	no	no	no	0	0.0	0	0.0	NA
uc001csi.4	Q9Y3C5	154	no	no	NA	no	no	no	no	no	no	no	28	16.9042538414	7	6.55201788523	NA
uc010onf.2	Q5SRH9-4	581	no	no	NA	no	no	no	no	no	no	no	10	1.60023057018	10	2.4809706278	NA
uc001csq.1	P42566	896	yes	yes	2	no	no	yes	no	no	no	no	175	18.1588664312	78	12.5482842534	-0.533184029374
uc001csu.3	B3KPQ4	746	yes	yes	20	no	no	no	yes	no	no	no	210	26.1721356391	94	18.16296647	-0.527031802391
uc001ctc.4	B1AKJ5	1219	no	no	NA	no	no	no	no	yes	no	yes	350	26.6945764107	104	12.2977989511	-1.11814653009
uc001cth.3	P20337	219	no	no	NA	no	no	no	no	no	no	no	14	5.94350477528	1	0.658193577511	NA
uc001cti.3	O95881	172	yes	yes	7	yes	yes	yes	no	no	no	no	197	106.486971146	342	286.612689351	1.42842555903
uc001ctj.1	Q96EK9	354	no	no	NA	no	no	no	no	no	no	no	91	23.8999408125	81	32.9821917273	NA
uc001ctk.3	Q96K17	158	no	no	NA	no	no	no	no	no	no	no	341	200.657772655	138	125.898267719	-0.672478608642
uc001cto.3	O95405	1425	no	no	NA	no	no	no	no	no	no	no	37	2.41404607489	13	1.31500148433	NA
uc001ctq.2	Q5T0F9	858	no	no	NA	no	no	no	no	no	no	no	129	13.9785175996	51	8.56802338837	-0.706177049853
uc001ctu.3	Q13415	861	no	no	NA	no	no	no	no	no	no	no	186	20.0848451565	47	7.86850928377	-1.35194509583
uc001ctv.4	Q8NAV1	312	no	no	NA	no	no	no	no	no	no	no	43	12.813641133	24	11.0880302673	NA
uc001ctw.4		146	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc001cty.2	NP_001009881	1645	no	no	NA	no	no	no	no	no	no	no	130	7.34744163926	29	2.54114736217	-1.5317619543
uc001cue.3	Q96SL4	187	yes	yes	3	no	yes	yes	no	no	no	no	0	0.0	0	0.0	NA
uc001cuf.3	Q6UWV7	190	yes	yes	57	yes	no	no	yes	no	no	no	0	0.0	0	0.0	NA
uc001cui.2	Q96BR5	231	no	no	NA	no	no	no	no	no	no	yes	176	70.83687324	62	38.688105608	-0.87261044465
uc001cuj.3	Q9C0D3	744	no	no	NA	no	no	no	no	no	no	no	112	13.995995116	33	6.39350132349	-1.1303359391
uc001cuk.2	Q6WRX3	759	no	no	NA	no	no	no	no	no	no	no	63	7.71715936237	36	6.83688822806	NA
uc001cup.4	Q86YB7	292	no	no	NA	no	no	no	no	no	no	yes	0	0.0	1	0.493645183134	NA
uc001cur.2	P22307	547	no	no	NA	no	no	no	no	yes	yes	yes	356	60.5091938234	123	32.4127246754	-0.900594062026
uc010onr.2	Q7Z5L7-2	642	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc001cuy.3	O00341	560	yes	yes	20	yes	no	no	yes	no	no	no	0	0.0	0	0.0	NA
uc001cvb.4	P23786	658	no	no	NA	no	no	no	no	yes	no	yes	113	15.9665558699	62	13.581994522	-0.233357788422
uc001cvd.3	Q9NWV4	160	no	no	NA	no	no	no	no	no	no	no	177	102.851819466	122	109.910100025	0.095756651085
uc001cvf.2	P61326	146	no	no	NA	no	no	no	no	no	no	no	555	353.426266101	315	310.996465374	-0.18451107925
uc001cvi.2	Q14114	963	yes	yes	11	yes	yes	yes	no	no	no	no	43	4.15146005554	139	20.8058885701	NA
uc001cvq.1	Q96MA1	342	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc001cvr.1	Q8NBF1	620	no	no	NA	no	no	no	no	no	no	no	2	0.299914181057	0	0.0	NA
uc001cvs.3	Q9BTX1	674	yes	yes	21	yes	no	no	yes	no	no	no	253	34.8995092289	506	108.215227149	1.6326248636
uc001cvu.3	Q9Y548	306	yes	yes	120	yes	no	no	no	no	no	no	33	10.0265427196	27	12.7186229537	NA
uc001cwb.3	P49895-4	201	yes	yes	12	yes	no	no	yes	no	no	no	0	0.0	0	0.0	NA
uc001cwh.3	Q9Y547	144	no	no	NA	no	no	no	no	no	no	no	187	120.736285249	63	63.0631721453	-0.936989672789
uc001cwj.1	Q9Y546	428	no	no	NA	no	no	no	no	no	no	no	122	26.5017624476	47	15.828940405	-0.743523622284
uc001cwm.1	Q5T700	205	yes	yes	43	yes	no	no	yes	no	no	no	0	0.0	0	0.0	NA
uc001cwp.3	Q9BXS4	323	yes	yes	14	yes	yes	yes	no	no	no	no	372	107.077719379	994	443.589867226	2.05056809405
uc001cwt.1	Q96MN5	208	no	no	NA	no	no	no	no	no	no	no	56	25.0312989574	24	16.632045401	NA
uc001cwv.1	Q5VXM1	449	yes	yes	6	no	yes	yes	no	no	no	no	0	0.0	0	0.0	NA
uc009vzo.3	Q6IPT4	315	no	no	NA	no	no	no	no	no	no	no	11	3.2466900235	4	1.83040499651	NA
uc001cxa.4	Q9BZE1	423	no	no	NA	no	no	no	no	yes	no	yes	523	114.952922399	289	98.4816305302	-0.223116590149
uc001cxe.3	Q9BWW4	388	no	no	NA	no	no	no	no	no	no	no	116	27.7961699763	67	24.8909133062	-0.159266941074
uc001cxl.2	Q8WXI4-2	594	no	no	NA	no	no	no	no	no	no	no	8	1.25216695121	0	0.0	NA
uc001cxn.3	Q8WW52	585	yes	yes	12	yes	no	no	yes	no	no	no	0	0.0	0	0.0	NA
uc010ooe.1	NP_001034553	1323	yes	yes	589	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc001cxx.4	O95801	387	no	no	NA	no	no	no	no	no	no	no	299	71.8321587652	91	33.8944181039	-1.0835821704
uc001cxy.3	Q7L3T8	475	no	no	NA	no	no	no	no	yes	no	yes	46	9.00373941446	28	8.496932668	NA
uc009vzt.1	Q5TAA0	569	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc001cyb.4	NP_001104003	418	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc001cyc.1	Q15392	516	yes	yes	4	yes	no	yes	yes	no	no	no	459	82.7030791135	1915	534.954483536	2.693403197
uc001cyd.3	Q8N0U2	210	yes	yes	18	yes	no	no	yes	no	no	no	0	0.0	0	0.0	NA
uc001cye.3	Q8WZ55	320	yes	yes	6	yes	no	no	yes	no	no	no	0	0.0	0	0.0	NA
uc001cyf.2	Q8NBP7	692	yes	yes	13	no	yes	yes	no	no	no	no	0	0.0	1	0.20830114664	NA
uc021onw.1	Q9UPU5	2620	no	no	NA	no	no	no	no	no	no	no	182	6.45845728825	41	2.25569470705	-1.51761777198
uc001cyi.1	Q6ZSN9	248	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc001cyj.2	O14495	311	yes	yes	34	yes	no	no	yes	no	no	no	21	6.27794636231	77	35.6884832719	NA
uc001cyk.4	P54646	552	no	no	NA	no	no	no	no	no	no	no	138	23.2433490319	34	8.87845901839	-1.38843675193
uc001cym.4	Q5VWT5	728	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc001cyo.2	P07357	584	yes	yes	3	no	yes	yes	no	no	no	no	0	0.0	0	0.0	NA
uc001cyp.3	NP_000057	591	yes	yes	15	yes	yes	yes	no	no	no	no	0	0.0	0	0.0	NA
uc001cys.1	O75553-6	555	no	no	NA	no	no	no	no	no	no	no	2	0.335039265325	1	0.259719627883	NA
uc001cyy.3	Q96E52	524	no	yes	195	yes	no	no	no	yes	no	yes	92	16.3235733659	25	6.8771180093	NA
uc001cyz.4	P09758	323	yes	yes	14	yes	yes	yes	no	no	no	no	0	0.0	0	0.0	NA
uc009wab.2	Q5VVJ2	828	no	no	NA	no	no	no	no	no	no	no	54	6.06348235615	4	0.696349726932	NA
uc001cze.3	P05412	331	no	no	NA	no	no	no	no	no	no	no	2070	581.434833789	1040	452.900813335	-0.360422375761
uc010oop.1	B4DJY7	137	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc009wac.3	Q96C11-3	575	no	no	NA	no	no	no	no	no	no	no	10	1.61692862831	5	1.25342950848	NA
uc001czo.3	Q9UJC3	728	no	no	NA	no	no	no	no	no	no	no	173	22.0939526512	65	12.8700351317	-0.779635551009
uc001czq.3	P51589	502	yes	yes	2	yes	no	yes	no	no	no	no	9	1.66685371543	7	2.00998158232	NA
uc001czs.2	Q8N0U7	546	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc010oos.2	F8W8W3	554	no	no	NA	no	no	no	no	no	no	no	38	6.37723655749	26	6.76489933276	NA
uc001czz.1	Q9BX74	207	yes	yes	119	yes	yes	no	no	no	no	no	132	59.2873830379	240	167.123934464	1.49512133985
uc001dab.3	NP_795352	1801	no	no	NA	no	no	no	no	no	no	no	22	1.13571055792	8	0.640286034314	NA
uc001dae.4	Q5T7N2	865	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc001dah.4	Q5T7N3	995	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc001dak.2	O94782	785	no	no	NA	no	no	no	no	no	no	no	350	41.4531065537	93	17.0769790996	-1.27942743712
uc001dap.3	Q96N67-5	2109	no	no	NA	no	no	no	no	no	no	no	255	11.2414490339	76	5.19439255766	-1.11380105981
uc001das.1	Q9Y5C1	460	yes	yes	6	no	yes	yes	no	no	no	no	0	0.0	0	0.0	NA
uc001dau.3	Q96DT6	458	no	no	NA	no	no	no	no	no	no	no	50	10.1499340751	16	5.03561199913	NA
uc001dax.2	Q9UJU5	478	no	no	NA	no	no	no	no	no	no	no	33	6.41866542303	41	12.3638496495	NA
uc021oof.1	NP_037471	507	yes	yes	6	yes	yes	yes	no	no	no	no	152	27.8736808903	271	77.0475949344	1.46684639151
uc001dbb.2	NP_001193668	216	no	no	NA	no	no	no	no	no	no	no	272	117.077609938	53	35.3687632138	-1.72691752308
uc001dbf.3	A8K855	629	no	no	NA	no	no	no	no	no	no	no	46	6.79932626688	11	2.52080815298	NA
uc010ooz.2	P36871-2	580	no	no	NA	no	no	no	no	no	no	no	265	42.4792240928	70	17.3967371435	-1.28794066891
uc001dbj.2	Q01973	937	yes	yes	13	yes	yes	yes	no	no	no	no	40	3.96898169168	133	20.4601967259	NA
uc001dbn.1	NP_689702	226	no	no	NA	no	no	no	no	no	no	no	0	0.0	0	0.0	NA
uc001dbo.1	NP_065976	1223	yes	yes	1045	yes	no	no	no	no	no	no	89	6.76584812376	286	33.708337313	NA
uc001dbs.2	Q9HCJ3-2	678	no	no	NA	no	no	no	no	no	no	no	164	22.4891400663	61	12.9687433657	-0.794189803464
